"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-01",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"47",",,0","26",",,0","26",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-02",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"50",",,0","24",",,0","27",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-03",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"51",",,0","27",",,0","27",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-04",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"37",",,0","27",",,0","27",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-05",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"36",",,0","19",",,0","20",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-06",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"39",",,0","20",",,0","24",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-07",,,,,"0.09",",,0,0700","0.0",",,0","0.0",",,0",,,"42",",,0","24",",,0","28",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-08",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"28",",,0","14",",,0","14",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-09",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"28",",,0","12",",,0","12",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-10",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"34",",,0","12",",,0","12",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-11",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"41",",,0","12",",,0","20",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-12",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"53",",,0","20",",,0","22",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-13",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"53",",,0","22",",,0","26",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-14",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"60",",,0","26",",,0","42",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-15",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"54",",,0","42",",,0","46",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-16",,,,,"0.10",",,0,0700","0.0",",,0","0.0",",,0",,,"57",",,0","43",",,0","43",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-17",,,,,"0.58",",,0,0700","0.0",",,0","0.0",",,0",,,"47",",,0","30",",,0","30",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-18",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"59",",,0","30",",,0","32",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-19",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"63",",,0","32",",,0","61",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-20",,,,,"0.00","T,,0,0700","0.0",",,0","0.0",",,0",,,"72",",,0","60",",,0","61",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-21",,,,,"0.10",",,0,0700","0.0",",,0","0.0",",,0",,,"71",",,0","50",",,0","50",",,0,0700","    1",",,0","    1",",,0",,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-22",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"62",",,0","34",",,0","35",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-23",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"71",",,0","35",",,0","46",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-24",,,,,"0.66",",,0,0700","0.0",",,0","0.0",",,0",,,"57",",,0","36",",,0","36",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-25",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"56",",,0","36",",,0","36",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-26",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"56",",,0","28",",,0","29",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-27",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"58",",,0","29",",,0","37",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-28",,,,,"0.02",",,0,0700","0.0",",,0","0.0",",,0",,,"63",",,0","37",",,0","51",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-29",,,,,"0.66",",,0,0700","0.0",",,0","0.0",",,0",,,"56",",,0","34",",,0","34",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-30",,,,,"0.41",",,0,0700","0.0",",,0","0.0",",,0",,,"36",",,0","28",",,0","28",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-01-31",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"33",",,0","28",",,0","31",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-01",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"48",",,0","30",",,0","31",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-02",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"57",",,0","31",",,0","38",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-03",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"50",",,0","33",",,0","34",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-04",,,,,"0.31",",,0,0700","0.0",",,0","0.0",",,0",,,"47",",,0","34",",,0","40",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-05",,,,,"1.69",",,0,0700","0.0",",,0","0.0",",,0",,,"43",",,0","40",",,0","43",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-06",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"54",",,0","38",",,0","39",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-07",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"42",",,0","37",",,0","37",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-08",,,,,"0.11",",,0,0700","0.0",",,0","0.0",",,0",,,"48",",,0","36",",,0","37",",,0,0700",,,"    1",",,0",,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-09",,,,,"0.99",",,0,0700","0.0",",,0","0.0",",,0",,,"39",",,0","26",",,0","26",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-10",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"40",",,0","26",",,0","27",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-11",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"41",",,0","27",",,0","36",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-12",,,,,"0.87",",,0,0700","7.0",",,0","7.0",",,0",,,"36",",,0","29",",,0","30",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-13",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"36",",,0","29",",,0","29",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-14",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"44",",,0","28",",,0","28",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-15",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"44",",,0","28",",,0","28",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-16",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"44",",,0","22",",,0","22",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-17",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"48",",,0","22",",,0","27",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-18",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"52",",,0","24",",,0","24",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-19",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"61",",,0","24",",,0","27",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-20",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"66",",,0","27",",,0","52",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-21",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"70",",,0","39",",,0","40",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-22",,,,,"0.02",",,0,0700","0.0",",,0","0.0",",,0",,,"59",",,0","37",",,0","37",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-23",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"39",",,0","35",",,0","35",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-24",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"42",",,0","30",",,0","30",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-25",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"47",",,0","22",",,0","22",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-26",,,,,"0.47",",,0,0700","0.0",",,0","0.0",",,0",,,"53",",,0","22",",,0","38",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-27",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"41",",,0","35",",,0","35",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-02-28",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"60",",,0","31",",,0","32",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-01",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"62",",,0","29",",,0","29",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-02",,,,,"0.59",",,0,0700","0.0","P,,0","0.0","P,,0",,,"46",",,0","29",",,0","36",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-03",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"47",",,0","24",",,0","26",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-04",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"57",",,0","26",",,0","34",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-05",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"64",",,0","34",",,0","50",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-06",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"69",",,0","36",",,0","47",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-07",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"70",",,0","47",",,0","49",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-08",,,,,"0.03",",,0,0700","0.0",",,0","0.0",",,0",,,"62",",,0","49",",,0","52",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-09",,,,,"0.96",",,0,0700","0.0",",,0","0.0",",,0",,,"64",",,0","52",",,0","53",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-10",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"74",",,0","51",",,0","55",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-11",,,,,"0.07",",,0,0700","0.0",",,0","0.0",",,0",,,"74",",,0","43",",,0","45",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-12",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"66",",,0","42",",,0","43",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-13",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"63",",,0","36",",,0","43",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-14",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"61",",,0","34",",,0","35",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-15",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"70",",,0","35",",,0","42",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-16",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"66",",,0","42",",,0","45",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-17",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"62",",,0","38",",,0","42",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-18",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"63",",,0","34",",,0","35",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-19",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"65",",,0","34",",,0","48",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-20",,,,,"0.76",",,0,0700","0.0",",,0","0.0",",,0",,,"74",",,0","32",",,0","32",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-21",,,,,"0.15",",,0,0700","1.5",",,0",,,,,"57",",,0","32",",,0","33",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-22",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"40",",,0","33",",,0","37",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-23",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"63",",,0","32",",,0","32",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-24",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"75",",,0","32",",,0","55",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-25",,,,,"0.89",",,0,0700","0.0",",,0","0.0",",,0",,,"71",",,0","47",",,0","48",",,0,0700",,,"    1",",,0",,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-26",,,,,"0.00","T,,0,0700","0.0",",,0","0.0",",,0",,,"59",",,0","36",",,0","37",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-27",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"66",",,0","37",",,0","46",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-28",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"75",",,0","42",",,0","42",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-29",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"62",",,0","35",",,0","35",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-30",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"71",",,0","35",",,0","47",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-03-31",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"79",",,0","47",",,0","51",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-01",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"81",",,0","51",",,0","59",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-02",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"81",",,0","58",",,0","58",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-03",,,,,"0.18",",,0,0700","0.0",",,0","0.0",",,0",,,"74",",,0","41",",,0","47",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-04",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"80",",,0","47",",,0","66",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-05",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"80",",,0","65",",,0","65",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-06",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"81",",,0","63",",,0","63",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-07",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"80",",,0","63",",,0","66",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-08",,,,,"0.00","T,,0,0700","0.0",",,0","0.0",",,0",,,"77",",,0","44",",,0","45",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-09",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"67",",,0","35",",,0","35",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-10",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"75",",,0","35",",,0","45",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-11",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"78",",,0","45",",,0","49",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-12",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"80",",,0","49",",,0","51",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-13",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"82",",,0","47",",,0","49",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-14",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"82",",,0","49",",,0","51",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-15",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"82",",,0","51",",,0","55",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-16",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"82",",,0","54",",,0","55",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-17",,,,,"0.02",",,0,0700","0.0",",,0","0.0",",,0",,,"80",",,0","55",",,0","57",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-18",,,,,"0.12",",,0,0700","0.0",",,0","0.0",",,0",,,"72",",,0","49",",,0","50",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-19",,,,,"0.50",",,0,0700","0.0",",,0","0.0",",,0",,,"62",",,0","50",",,0","50",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-20",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"67",",,0","50",",,0","53",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-21",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"73",",,0","46",",,0","47",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-22",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"79",",,0","47",",,0","53",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-23",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"79",",,0","53",",,0","65",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-24",,,,,"1.15",",,0,0700","0.0",",,0","0.0",",,0",,,"80",",,0","55",",,0","56",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-25",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"78",",,0","50",",,0","51",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-26",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"73",",,0","48",",,0","49",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-27",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"74",",,0","45",",,0","49",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-28",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"69",",,0","40",",,0","47",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-29",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"78",",,0","47",",,0","58",",,0,0700",,,,,,,,,,,,
"USC00416108","MOUNT PLEASANT, TX US","33.1688","-95.0055","129.5","2010-04-30",,,,,"0.00",",,0,0700","0.0",",,0","0.0",",,0",,,"82",",,0","58",",,0","66",",,0,0700",,,,,,,,,,,,
